Wall time,Step,Value
1689308549.3516746,64744,1.2400000095367432
1689308551.025262,65472,1.2699999809265137
1689308557.369122,68312,1.2200000286102295
1689308557.8839598,68580,1.2200000286102295
1689308558.2403233,68764,1.2100000381469727
1689308558.5843418,68928,1.2200000286102295
1689308559.8870745,69516,1.2599999904632568
1689308560.2652462,69692,1.2999999523162842
1689308563.9381177,71352,1.2699999809265137
1689308564.3134956,71536,1.2200000286102295
1689308564.7099307,71720,1.2599999904632568
1689308565.1499665,71936,1.2300000190734863
1689308565.644961,72168,1.2300000190734863
1689308566.6152546,72620,1.2100000381469727
1689308567.169955,72880,1.159999966621399
1689308569.7019274,74076,1.2699999809265137
1689308570.8021839,74620,1.2899999618530273
1689308572.3624108,75352,1.2699999809265137
1689308572.984187,75648,1.2999999523162842
1689308574.3561454,76256,1.25
1689308579.070972,78376,1.3300000429153442
1689308580.7105856,79064,1.3300000429153442
1689308581.8619864,79576,1.340000033378601
1689308582.3050354,79780,1.340000033378601
1689308587.026927,81832,1.2400000095367432
1689308589.3805063,82844,1.2699999809265137
1689308590.5185084,83380,1.1799999475479126
1689308590.7475865,83500,1.1799999475479126
1689308593.3829172,84800,1.2400000095367432
1689308594.7435858,85448,1.2300000190734863
1689308595.14223,85640,1.2300000190734863
1689308599.4507313,87556,1.2699999809265137
1689308601.9957962,88672,1.2999999523162842
1689308604.6984394,89980,1.2899999618530273
1689308604.9445443,90072,1.2400000095367432
1689308609.9816384,92528,1.340000033378601
1689308610.511391,92792,1.3300000429153442
1689308617.1862211,95900,1.309999942779541
1689308618.3799872,96448,1.340000033378601
1689308619.0613234,96760,1.340000033378601
1689308619.9893425,97204,1.3200000524520874
1689308623.7996335,99044,1.3700000047683716
1689308638.2418063,101572,1.440000057220459
1689308647.8843124,102856,1.399999976158142
1689308649.208155,103040,1.3899999856948853
1689308654.4372647,103728,1.3899999856948853
1689308660.2288017,104468,1.350000023841858
1689308676.2335002,106632,1.2899999618530273
1689308677.186722,106764,1.309999942779541
1689308678.8082724,106992,1.2799999713897705
1689308690.218958,108480,1.1200000047683716
1689308705.2953203,110476,1.2699999809265137
1689308712.3458648,111412,1.2300000190734863
1689308728.8080158,113472,1.2699999809265137
1689308732.6521611,113932,1.2100000381469727
1689308736.019795,114364,1.1799999475479126
1689308741.3469613,115040,1.100000023841858
1689308757.1325026,117072,1.1699999570846558
1689308766.642254,118248,1.149999976158142
1689308770.4520614,118692,1.1699999570846558
1689308797.9852712,122208,1.1699999570846558
1689308799.4346278,122392,1.159999966621399
1689308809.122791,123584,1.0299999713897705
1689308815.261946,124372,1.0199999809265137
1689308828.3470674,126040,0.9100000262260437
1689308870.5328991,131328,1.1699999570846558
1689308873.7345881,131724,1.1799999475479126
1689308875.7338915,131980,1.1799999475479126
1689308885.94156,133332,1.149999976158142
1689308893.4999979,134316,1.1299999952316284
1689308897.0542731,134768,1.159999966621399
1689308899.9234192,135128,1.159999966621399
1689308909.341461,136340,1.3200000524520874
1689308931.5973127,139120,1.3700000047683716
1689308946.7145367,141072,1.4900000095367432
1689308947.631688,141176,1.4900000095367432
1689308950.7514172,141544,1.4700000286102295
1689308954.4775007,142028,1.5199999809265137
1689308963.404842,143204,1.5499999523162842
1689308973.9562566,144504,1.409999966621399
1689308977.8199477,144992,1.3899999856948853
1689308979.8301241,145240,1.350000023841858
1689308982.0758178,145516,1.3300000429153442
1689308983.584192,145700,1.309999942779541
1689308985.0441234,145884,1.309999942779541
1689308995.5992785,147256,1.2799999713897705
1689308999.0742292,147664,1.3300000429153442
1689309006.4237995,148600,1.2899999618530273
1689309008.1220188,148832,1.2799999713897705
1689309013.269211,149496,1.25
1689309020.9010954,150488,1.309999942779541
1689309026.6933403,151164,1.3300000429153442
1689309027.7280638,151284,1.350000023841858
1689309039.3848083,152780,1.25
1689309048.3414435,153904,1.190000057220459
1689309050.056545,154124,1.190000057220459
1689309050.7361007,154216,1.1799999475479126
1689309057.1033971,155040,1.090000033378601
1689309065.2446408,156112,1.059999942779541
1689309065.951893,156204,1.059999942779541
1689309085.5018747,158712,0.9800000190734863
1689309089.8167982,159248,1.0199999809265137
1689309096.0416172,160016,1.0399999618530273
1689309118.6190336,162832,1.1100000143051147
1689309123.9008484,163456,1.1200000047683716
1689309125.2991188,163616,1.100000023841858
1689309128.3733425,164020,1.159999966621399
1689309130.5966592,164296,1.149999976158142
1689309133.6603222,164676,1.159999966621399
1689309139.4561892,165380,1.100000023841858
1689309144.2341127,165956,1.1100000143051147
1689309148.6580894,166508,1.0800000429153442
1689309154.834067,167292,1.100000023841858
1689309163.8359556,168416,1.059999942779541
1689309171.771763,169372,1.100000023841858
1689309181.3027463,170560,1.1200000047683716
1689309190.146052,171652,1.1799999475479126
1689309199.0721483,172784,1.190000057220459
1689309203.2440195,173300,1.2100000381469727
1689309204.1286635,173420,1.2400000095367432
1689309227.0641985,176192,1.340000033378601
1689309242.5726542,178132,1.3899999856948853
1689309249.3748612,179004,1.3700000047683716
1689309260.8814783,180492,1.4600000381469727
1689309261.9069421,180628,1.4600000381469727
1689309265.6980786,181108,1.409999966621399
1689309301.1768212,185528,1.409999966621399
1689309321.8128386,188132,1.2999999523162842
1689309323.5751069,188364,1.3300000429153442
1689309344.8085074,190916,1.3300000429153442
1689309346.9504244,191176,1.3200000524520874
1689309350.4463294,191588,1.2799999713897705
1689309364.8428302,193424,1.309999942779541
1689309367.6351345,193784,1.3200000524520874
1689309380.538149,195424,1.4500000476837158
1689309383.6450176,195816,1.4700000286102295
1689309388.352116,196412,1.3700000047683716
1689309397.0464954,197516,1.399999976158142
1689309404.8363676,198464,1.3799999952316284
1689309406.1419942,198616,1.3799999952316284
1689309409.8552392,199092,1.3899999856948853
1689309412.6529915,199448,1.3700000047683716
1689309426.8889925,201228,1.3899999856948853
1689309434.7244534,202192,1.5800000429153442
1689309438.953897,202700,1.559999942779541
1689309449.7111502,204044,1.7200000286102295
1689309455.5460997,204752,1.7000000476837158
1689309470.1144571,206496,1.7999999523162842
1689309472.5131989,206768,1.7899999618530273
1689309476.2685962,207220,1.7100000381469727
1689309479.0385149,207556,1.6399999856948853
1689309488.0020483,208700,1.600000023841858
1689309503.023997,210636,1.7100000381469727
1689309509.1297348,211384,1.690000057220459
1689309511.7588477,211712,1.690000057220459
1689309537.3606706,214836,1.5399999618530273
1689309548.3313565,216204,1.7000000476837158
1689309550.6286623,216484,1.6799999475479126
1689309560.6377056,217736,1.649999976158142
1689309568.1615968,218740,1.6399999856948853
1689309585.2389822,220888,1.5700000524520874
1689309592.4958897,221800,1.5399999618530273
1689309594.9902062,222120,1.5199999809265137
1689309601.541316,222904,1.4900000095367432
1689309614.5746973,224516,1.6399999856948853
1689309622.4149714,225516,1.7100000381469727
1689309624.3338397,225744,1.7000000476837158
1689309627.8615057,226176,1.6699999570846558
1689309631.6365256,226656,1.7200000286102295
1689309633.2506397,226840,1.7200000286102295
1689309642.056161,227896,1.7300000190734863
1689309651.1457353,228996,1.7599999904632568
1689309662.282537,230408,1.8600000143051147
1689309671.3663456,231544,1.8700000047683716
1689309681.182319,232776,1.9800000190734863
1689309689.9558542,233780,2.0
1689309714.173691,236728,1.8300000429153442
1689309715.9339104,236952,1.8899999856948853
1689309724.0090413,237936,1.8200000524520874
1689309731.10995,238816,1.8799999952316284
1689309737.1010847,239576,1.909999966621399
1689309747.2182236,240820,2.140000104904175
1689309766.93741,243360,1.9199999570846558
1689309794.0280967,246724,1.7799999713897705
1689309798.5771077,247300,1.7599999904632568
1689309807.80707,248464,1.600000023841858
1689309812.812747,249016,1.5800000429153442
1689309815.2278733,249316,1.4900000095367432
1689309846.0253835,253224,1.850000023841858
1689309859.05796,254872,1.9700000286102295
1689309861.8352296,255180,1.8899999856948853
1689309867.8144872,255900,1.8700000047683716
1689309869.62881,256132,1.8700000047683716
1689309891.2479084,258784,1.8200000524520874
1689309892.621242,258968,1.8200000524520874
1689309903.3374243,260292,1.8600000143051147
1689309907.593265,260800,1.809999942779541
1689309913.8288867,261580,1.7899999618530273
1689309916.8329856,261964,1.7899999618530273
1689309930.4644878,263648,1.9600000381469727
1689309931.712561,263804,1.9800000190734863
1689309933.994347,264092,1.940000057220459
1689309935.2349522,264248,1.940000057220459
1689309938.5881605,264664,1.9500000476837158
1689309952.3062787,266372,1.9600000381469727
1689309954.2601435,266600,1.9800000190734863
1689309963.1072276,267664,2.0199999809265137
1689309964.2363663,267804,2.0199999809265137
1689310064.8323867,280224,1.8600000143051147
1689310078.9990191,282020,1.9500000476837158
1689310090.774131,283608,2.059999942779541
1689310109.4348397,285972,2.2799999713897705
1689310113.2489564,286452,2.259999990463257
1689310120.0630925,287284,2.259999990463257
1689310127.393904,288128,2.309999942779541
1689310128.2287304,288232,2.309999942779541
1689310136.3934708,289184,2.319999933242798
1689310138.2836952,289400,2.3499999046325684
1689310150.5349324,290928,2.509999990463257
1689310168.4305265,293104,2.75
1689310196.2884374,296392,2.619999885559082
1689310211.383045,298252,2.8499999046325684
1689310239.8956397,301788,2.869999885559082
1689310246.9396439,302624,2.930000066757202
1689310271.0096397,305668,2.9100000858306885
1689310278.2725065,306532,3.0299999713897705
1689310291.1179357,308148,2.799999952316284
1689310309.9564784,310604,3.0199999809265137
1689310312.7861092,310968,3.0399999618530273
1689310319.2580218,311796,3.009999990463257
1689310337.1647713,314088,2.7899999618530273
1689310374.1888554,318688,3.0999999046325684
1689310412.8214366,323208,3.049999952316284
1689310427.313039,324948,3.0199999809265137
1689310432.2791464,325596,3.1600000858306885
1689310438.3861187,326324,3.2200000286102295
1689310450.5091505,327848,3.180000066757202
1689310465.0014281,329644,3.109999895095825
1689310479.5035055,331488,3.2100000381469727
1689310489.3145146,332732,3.0399999618530273
1689310534.399785,338312,3.049999952316284
1689310540.1506813,339048,2.990000009536743
1689310541.402948,339196,3.0
1689310546.1368332,339768,2.9700000286102295
1689310600.6466,346360,2.809999942779541
1689310608.5315435,347352,2.880000114440918
1689310628.677286,349640,2.8499999046325684
1689310640.8038945,351104,2.819999933242798
1689310645.7214386,351656,2.799999952316284
1689310678.2497747,355724,2.9100000858306885
1689310689.1440809,357068,2.8499999046325684
1689310697.2884018,358040,2.8399999141693115
1689310704.7349322,358972,2.9000000953674316
1689310726.1607873,361604,2.950000047683716
1689310732.8830342,362432,2.990000009536743
1689310735.2449386,362712,3.069999933242798
1689310749.6859374,364560,3.069999933242798
1689310753.761547,365076,3.1700000762939453
1689310764.4054608,366404,3.2100000381469727
1689310807.0950398,371600,3.390000104904175
1689310809.7699506,371944,3.390000104904175
1689310826.217214,373960,3.3399999141693115
1689310828.1244526,374200,3.359999895095825
1689310844.7792947,376292,3.5399999618530273
1689310851.415826,377136,3.549999952316284
1689310860.4089317,378256,3.450000047683716
1689310870.3368068,379492,3.4100000858306885
1689310890.5779035,382072,3.5899999141693115
1689310904.3845537,383832,3.6700000762939453
1689310905.3685977,383956,3.619999885559082
1689310917.6234741,385492,3.619999885559082
1689310923.3473248,386220,3.700000047683716
1689310926.592506,386656,3.7699999809265137
1689310927.8328512,386804,3.7699999809265137
1689310933.8060648,387572,3.7200000286102295
1689310970.1541367,392140,3.759999990463257
1689310982.0054731,393636,3.8299999237060547
1689310984.7222838,393980,3.859999895095825
1689310988.9810638,394500,3.7699999809265137
1689310998.6612513,395664,3.7699999809265137
1689311001.9290595,396060,3.7799999713897705
1689311004.3931756,396360,3.7200000286102295
1689311007.8140473,396788,3.6700000762939453
1689311016.4653478,397908,3.680000066757202
1689311029.0893261,399468,3.75
1689311038.1489177,400504,3.6600000858306885
1689311047.8698123,401684,3.609999895095825
1689311053.7166748,402416,3.6500000953674316
1689311072.403799,404804,3.75
1689311074.173587,405040,3.75
1689311083.565172,406216,3.940000057220459
1689311090.0595338,407036,3.950000047683716
1689311090.8324003,407132,3.950000047683716
1689311092.9023008,407404,3.950000047683716
1689311097.2633388,407948,3.7899999618530273
1689311108.6995065,409404,3.759999990463257
1689311109.5745077,409520,3.75
1689311111.4157827,409768,3.75
1689311117.4781008,410544,3.6700000762939453
1689311127.2103467,411832,3.680000066757202
1689311134.904001,412840,3.640000104904175
1689311142.2284834,413796,3.569999933242798
1689311148.7542245,414644,3.3499999046325684
1689311157.541801,415808,3.2799999713897705
1689311198.6624415,421096,3.490000009536743
1689311230.5890253,425204,3.4600000381469727
1689311236.3537364,425956,3.4100000858306885
1689311247.7000394,427424,3.4600000381469727
1689311259.6232488,428956,3.559999942779541
1689311275.0192857,430952,3.2899999618530273
1689311277.4883037,431276,3.299999952316284
1689311309.0111458,435372,3.630000114440918
1689311310.443489,435556,3.630000114440918
1689311322.638312,437128,3.4800000190734863
1689311325.39886,437492,3.450000047683716
1689311362.97299,442348,3.5
1689311369.1195574,443152,3.509999990463257
1689311372.4643538,443560,3.549999952316284
1689311385.7410913,445232,3.4100000858306885
1689311419.2796106,449584,3.549999952316284
1689311422.8567424,450032,3.700000047683716
1689311436.3276827,451784,3.6600000858306885
1689311439.1878877,452148,3.740000009536743
1689311442.594357,452588,3.740000009536743
1689311451.4085686,453720,3.6500000953674316
1689311471.4689145,456308,3.630000114440918
1689311488.5289035,458480,3.490000009536743
1689311493.0348198,459072,3.490000009536743
1689311498.4068878,459748,3.5199999809265137
1689311513.5616305,461724,3.619999885559082
1689311531.5484896,464068,3.890000104904175
1689311557.1508849,467356,4.0
1689311587.6417978,471212,4.349999904632568
1689311651.4559133,479312,4.599999904632568
1689311652.763924,479476,4.599999904632568
1689311668.9529548,481548,4.389999866485596
1689311682.934967,483352,4.519999980926514
1689311684.767904,483596,4.519999980926514
1689311685.9627783,483740,4.519999980926514
1689311698.5384848,485384,4.650000095367432
1689311705.4694958,486296,4.610000133514404
1689311713.0876284,487268,4.659999847412109
1689311714.0707798,487404,4.659999847412109
1689311716.4334595,487712,4.659999847412109
1689311725.1565323,488828,4.75
1689311726.7105112,489012,4.710000038146973
1689311758.523934,493152,4.630000114440918
1689311805.3391736,499156,4.360000133514404
1689311816.6861582,500580,4.460000038146973
1689311834.6371343,502912,4.690000057220459
1689311839.6751003,503564,4.659999847412109
1689311841.8036482,503828,4.639999866485596
1689311856.5649576,505748,4.550000190734863
1689311867.0125873,507104,4.630000114440918
1689311890.936203,510204,4.820000171661377
1689311892.791958,510436,4.860000133514404
1689311898.8340642,511204,4.909999847412109
1689311902.7029374,511704,4.949999809265137
1689311915.6947842,513352,4.96999979019165
1689311936.076124,515940,4.949999809265137
1689311941.8149111,516696,4.889999866485596
1689311983.5743093,522096,5.130000114440918
1689311988.0080965,522656,5.070000171661377
1689312054.5736682,531228,5.46999979019165
1689312072.126125,533496,5.559999942779541
1689312138.960385,542032,5.760000228881836
1689312149.300379,543344,5.809999942779541
1689312171.4341347,546196,5.920000076293945
1689312187.8507247,548308,6.010000228881836
1689312200.963016,549988,6.0
1689312205.4543114,550568,5.980000019073486
1689312214.277455,551720,5.989999771118164
1689312218.7994003,552300,6.079999923706055
1689312229.7559803,553716,6.099999904632568
1689312231.2479997,553900,6.139999866485596
1689312248.5867891,556120,6.210000038146973
1689312276.2509,559712,6.309999942779541
1689312306.2161748,563568,6.449999809265137
1689312312.7449698,564404,6.489999771118164
1689312322.355969,565620,6.369999885559082
1689312337.6723235,567600,6.360000133514404
1689312348.6948335,569004,6.429999828338623
1689312380.102636,573040,6.400000095367432
1689312394.486349,574860,6.590000152587891
1689312408.351775,576636,6.590000152587891
1689312438.4082038,580480,6.739999771118164
1689312440.2676446,580720,6.739999771118164
1689312441.8769045,580920,6.71999979019165
1689312443.7275808,581148,6.75
1689312459.8453476,583240,6.849999904632568
1689312465.2170122,583932,6.96999979019165
1689312483.3844042,586268,7.130000114440918
1689312489.6329148,587080,7.130000114440918
1689312516.7889674,590552,7.059999942779541
1689312545.6486564,594248,7.179999828338623
1689312590.1740093,599940,7.230000019073486
1689312602.2085018,601472,7.340000152587891
1689312623.0090039,604144,7.449999809265137
1689312642.424667,606624,7.670000076293945
1689312648.3512204,607364,7.579999923706055
1689312660.8309596,608960,7.579999923706055
1689312662.5484903,609168,7.75
1689312688.4969864,612428,7.619999885559082
1689312690.4227817,612672,7.670000076293945
1689312719.736566,616388,7.690000057220459
1689312749.6452408,620188,7.710000038146973
1689312751.9525058,620488,7.710000038146973
1689312755.1884372,620912,7.710000038146973
1689312756.709731,621092,7.699999809265137
1689312791.672332,625560,7.710000038146973
1689312857.1393874,633948,8.210000038146973
1689312866.593788,635148,8.300000190734863
1689312870.8262331,635692,8.270000457763672
1689312877.0187542,636484,8.40999984741211
1689312884.4141686,637432,8.329999923706055
1689312894.5402243,638728,8.359999656677246
1689312899.95376,639396,8.369999885559082
1689312902.300868,639700,8.369999885559082
1689312949.312815,645696,8.470000267028809
1689312977.1677275,649248,8.779999732971191
1689313008.9514804,653292,9.09000015258789
1689313021.7210357,654928,9.149999618530273
1689313023.9447837,655204,9.130000114440918
1689313063.4479005,660248,9.569999694824219
1689313099.8792615,664888,9.9399995803833
1689313103.1599956,665312,9.9399995803833
1689313109.7791822,666136,10.119999885559082
1689313115.9435208,666928,10.079999923706055
1689313124.1931381,667976,10.079999923706055
1689313126.6343603,668276,10.1899995803833
1689313128.4028032,668504,10.1899995803833
1689313149.709255,671240,10.220000267028809
1689313154.6213253,671864,10.260000228881836
1689313197.1095579,677272,10.170000076293945
1689313201.0440323,677776,10.170000076293945
1689313206.7591982,678488,10.170000076293945
1689313217.8770847,679908,10.210000038146973
1689313226.8251426,681052,10.199999809265137
1689313296.0789864,689920,10.729999542236328
1689313325.6210117,693628,10.9399995803833
1689313376.2650547,700104,11.140000343322754
1689313404.6563227,703724,11.380000114440918
1689313411.1929123,704560,11.359999656677246
1689313438.5886173,708120,11.300000190734863
1689313466.085895,711624,11.170000076293945
1689313475.1254032,712784,11.399999618530273
1689313570.9744885,724928,11.84000015258789
1689313590.0701997,727364,12.069999694824219
1689313596.0333343,728120,11.90999984741211
1689313609.3004303,729808,11.890000343322754
1689313625.7903156,731892,11.84000015258789
1689313653.6094267,735412,12.140000343322754
1689313658.8379955,736072,12.100000381469727
1689313668.6035144,737320,11.970000267028809
1689313725.0769982,744460,12.460000038146973
1689313737.6825483,746056,12.390000343322754
1689313767.7392886,749860,12.40999984741211
1689313794.915216,753312,12.300000190734863
1689313813.1932688,755632,12.520000457763672
1689313830.3113532,757824,12.739999771118164
1689313888.705537,765180,12.680000305175781
1689313901.9925315,766880,12.510000228881836
1689313906.9955618,767504,12.390000343322754
1689313928.8305397,770240,12.109999656677246
1689313943.6201162,772100,12.09000015258789
1689313958.805768,774008,12.050000190734863
1689313979.0859725,776556,12.229999542236328
1689313999.3865678,779096,12.199999809265137
1689314119.246161,794276,11.989999771118164
1689314144.767582,797472,12.199999809265137
1689314207.577722,805448,12.529999732971191
1689314224.4701173,807564,12.520000457763672
1689314242.419339,809820,12.479999542236328
1689314252.8270986,811124,12.539999961853027
1689314327.8131137,820564,13.289999961853027
1689314360.2591677,824644,13.630000114440918
1689314395.9287753,829152,13.9399995803833
1689314428.3434927,833216,14.25
1689314431.48398,833608,14.300000190734863
1689314441.2950225,834844,14.34000015258789
1689314485.8857949,840488,14.970000267028809
1689314545.5674834,847988,15.34000015258789
1689314593.457438,853976,15.319999694824219
1689314614.8637848,856660,15.0
1689314623.4550107,857744,14.850000381469727
1689314647.4814959,860744,14.760000228881836
1689314687.2576714,865752,15.390000343322754
1689314699.9709966,867360,15.449999809265137
1689314711.663581,868828,15.489999771118164
1689314715.5460424,869304,15.5
1689314729.4799771,871044,15.289999961853027
1689314806.9232247,880684,15.449999809265137
1689314813.0394936,881452,15.520000457763672
1689314881.2306101,889944,15.979999542236328
1689314969.810696,901044,16.559999465942383
1689314989.416923,903504,16.309999465942383
1689315009.0457559,905944,16.200000762939453
1689315032.4825528,908860,15.90999984741211
1689315065.867018,913016,15.699999809265137
1689315194.2768805,928936,16.329999923706055
1689315208.0010886,930664,16.350000381469727
1689315275.5353987,938572,17.100000381469727
1689315314.104875,943332,16.989999771118164
1689315329.2916093,945208,17.43000030517578
1689315339.789225,946484,17.219999313354492
1689315350.6915817,947832,17.209999084472656
1689315354.9486456,948364,17.209999084472656
1689315389.673212,952652,17.68000030517578
1689315394.455057,953224,17.56999969482422
1689315440.269472,958876,17.31999969482422
1689315470.3432014,962592,17.389999389648438
1689315523.093699,969132,18.030000686645508
1689315536.595801,970756,18.030000686645508
1689315569.037625,974748,18.18000030517578
1689315669.9820857,987164,18.5
1689315695.1880028,990272,18.6200008392334
1689315712.5493124,992400,18.81999969482422
1689315786.768985,1001552,19.170000076293945
1689315809.5956106,1004336,19.459999084472656
1689315821.7366385,1005812,19.309999465942383
1689315831.1188521,1006964,19.280000686645508
1689315861.2271688,1010632,19.209999084472656
1689315874.282266,1012228,19.329999923706055
1689315900.4039695,1015456,19.479999542236328
1689315919.654249,1017796,20.020000457763672
1689315924.1167572,1018336,19.920000076293945
1689316011.7712295,1029016,20.1200008392334
1689316019.048114,1029896,20.59000015258789
1689316033.0208557,1031588,20.360000610351562
1689316062.7866173,1035236,20.989999771118164
1689316105.259016,1040460,20.6299991607666
1689316151.814086,1046128,21.290000915527344
1689316215.8374422,1053900,21.020000457763672
1689316228.7361863,1055468,21.25
1689316244.471266,1057372,21.299999237060547
1689316432.5935597,1080088,22.75
1689316461.2742865,1083548,23.239999771118164
1689316483.9376588,1086292,23.329999923706055
1689316486.8935776,1086648,23.399999618530273
1689316500.3825097,1088272,23.56999969482422
1689316522.9446447,1090980,22.989999771118164
1689316578.7216518,1097720,23.170000076293945
1689316623.4182484,1103152,23.649999618530273
1689316643.3003316,1105536,23.649999618530273
1689316651.7863357,1106544,23.8799991607666
1689316690.2157848,1111180,24.079999923706055
1689316727.3622565,1115596,24.579999923706055
1689316731.1448767,1116052,24.579999923706055
1689316761.6701424,1119736,24.6299991607666
1689316774.0907676,1121212,24.540000915527344
1689316851.2742615,1130500,25.31999969482422
1689316880.7117615,1134032,25.100000381469727
1689316980.945702,1146028,24.540000915527344
1689317024.1702077,1151248,24.170000076293945
1689317053.8242435,1154876,24.229999542236328
1689317083.7080164,1158504,24.989999771118164
1689317089.9605565,1159260,24.989999771118164
1689317164.775247,1168252,25.600000381469727
1689317241.820743,1177496,25.829999923706055
1689317258.889744,1179560,26.350000381469727
1689317272.2096343,1181136,25.969999313354492
1689317279.8471673,1182036,25.969999313354492
1689317291.534548,1183440,25.989999771118164
1689317372.497695,1193136,25.59000015258789
1689317384.4308276,1194572,25.920000076293945
1689317394.6221852,1195796,25.8799991607666
1689317398.1747863,1196220,25.799999237060547
1689317403.3234556,1196832,25.8700008392334
1689317449.57469,1202356,26.280000686645508
1689317452.5164654,1202712,26.280000686645508
1689317552.2231624,1214680,27.350000381469727
1689317645.9248462,1225904,27.760000228881836
1689317716.396934,1234332,27.739999771118164
1689317786.55183,1242740,27.479999542236328
1689317798.2538648,1244152,27.65999984741211
1689317910.5917456,1257604,28.229999542236328
1689317934.9662335,1260552,27.770000457763672
1689317973.8820813,1265228,27.959999084472656
1689317997.5268269,1268072,28.399999618530273
1689318022.4435885,1271044,28.809999465942383
1689318202.0116954,1292600,28.360000610351562
1689318261.3940308,1299708,28.65999984741211
1689318267.8179827,1300488,28.65999984741211
1689318421.274759,1318856,27.889999389648438
1689318552.9680552,1334580,27.729999542236328
1689318629.0563881,1343676,28.3700008392334
1689318644.4062467,1345524,28.450000762939453
1689318671.8597322,1348812,28.68000030517578
1689318724.8332238,1355136,27.81999969482422
1689318728.3145454,1355544,27.690000534057617
1689318769.0645692,1360444,27.110000610351562
1689318777.5487187,1361460,27.110000610351562
1689318817.2349687,1366228,27.079999923706055
1689319032.355484,1391744,29.100000381469727
1689319057.111568,1394712,28.8700008392334
1689319081.4148538,1397628,29.149999618530273
1689319122.880023,1402576,29.799999237060547
1689319152.2507243,1406120,30.030000686645508
1689319156.9945567,1406688,30.049999237060547
1689319171.0265641,1408348,30.739999771118164
1689319175.9555352,1408936,30.739999771118164
1689319242.8873513,1416928,32.290000915527344
1689319360.0679805,1430988,31.989999771118164
1689319418.8606293,1438032,32.5
1689319428.0570593,1439124,32.45000076293945
1689319458.3730993,1442780,33.20000076293945
1689319467.483406,1443864,33.369998931884766
1689319496.5464978,1447352,33.5
1689319535.4722025,1452044,33.95000076293945
1689319575.5141153,1456856,33.689998626708984
1689319653.8417926,1466280,33.63999938964844
1689319737.9131408,1476360,33.290000915527344
1689319747.6148198,1477532,33.34000015258789
1689319769.8715901,1480204,33.33000183105469
1689319803.252459,1484232,33.79999923706055
1689319817.1769707,1485904,34.189998626708984
1689319947.7712827,1501548,31.15999984741211
1689319987.4957619,1506308,31.6200008392334
1689319992.8660033,1506940,31.709999084472656
1689320007.6234007,1508716,31.43000030517578
1689320139.2775695,1524480,31.829999923706055
1689320146.611295,1525352,31.889999389648438
1689320161.487222,1527132,31.850000381469727
1689320178.158123,1529132,32.2599983215332
