Wall time,Step,Value
1689308630.7917042,100596,0.00010732217197073624
1689308642.820399,102192,0.0007609485764987767
1689308650.0110774,103152,0.00042495824163779616
1689308650.8242505,103252,0.016102474182844162
1689308662.8012595,104808,0.00013977210619486868
1689308669.6566944,105756,0.03061194345355034
1689308670.7945037,105904,0.015940222889184952
1689308684.049851,107656,8.051973964029457e-06
1689308684.8628013,107760,3.285304774180986e-05
1689308689.2606108,108340,2.8063270292477682e-05
1689308693.42451,108908,0.0003162162902299315
1689308701.4279783,109992,6.4628957261447795e-06
1689308706.01809,110572,1.7014288459904492e-05
1689308712.3460214,111412,9.538175072520971e-05
1689308722.53309,112668,0.00027861256967298687
1689308726.0809598,113120,0.0004865943337790668
1689308729.5736103,113564,3.74899354937952e-05
1689308742.1245706,115128,0.0006005658651702106
1689308746.5242567,115668,6.690808368148282e-05
1689308747.2771192,115776,0.0010990138398483396
1689308750.0365508,116120,0.016822420060634613
1689308752.2981527,116428,0.0009969545062631369
1689308765.1356966,118052,0.0023192851804196835
1689308768.0769289,118408,0.0010390273528173566
1689308775.994628,119412,0.01633566990494728
1689308778.0081983,119688,0.0017270795069634914
1689308779.528693,119876,6.979121826589108e-05
1689308782.371381,120236,0.01628667116165161
1689308791.3475509,121420,0.0012140707112848759
1689308796.3571215,122012,0.00017507324810139835
1689308809.1229165,123584,0.0027508556377142668
1689308819.85348,124916,0.017454128712415695
1689308821.5567791,125144,0.0014137527905404568
1689308829.222561,126156,0.00149481650441885
1689308850.0200412,128832,0.004879891872406006
1689308865.2581067,130660,0.018762659281492233
1689308866.3905866,130788,0.005344911012798548
1689308879.957703,132540,4.166037979302928e-05
1689308881.8160684,132792,0.0019772809464484453
1689308893.5002604,134316,0.00209798663854599
1689308896.218193,134656,9.650169522501528e-05
1689308905.719743,135880,0.008555120788514614
1689308908.6313117,136248,0.015483811497688293
1689308913.754058,136892,5.6684402807150036e-05
1689308920.4588966,137708,0.0001109222139348276
1689308935.258543,139596,0.0052891564555466175
1689308943.5932822,140648,0.00041989219607785344
1689308945.9751534,140980,2.8387115889927372e-05
1689308946.7146606,141072,0.0001171288313344121
1689308950.7516017,141544,0.005641084164381027
1689308972.302866,144320,0.01862214133143425
