Wall time,Step,Value
1689308412.8263912,996,0.9990139603614807
1689308417.0984666,3068,0.9969626665115356
1689308423.9095252,6308,0.9937551021575928
1689308425.8013763,7236,0.9928363561630249
1689308426.111512,7392,0.9926819205284119
1689308430.0822694,9232,0.9908603429794312
1689308430.295721,9344,0.9907494187355042
1689308431.4951336,9928,0.9901712536811829
1689308432.681416,10464,0.9896406531333923
1689308434.439305,11288,0.9888249039649963
1689308435.647306,11856,0.9882625341415405
1689308437.8070793,12904,0.9872250556945801
1689308440.6953251,14272,0.9858707189559937
1689308441.716722,14776,0.9853717684745789
1689308443.0112312,15436,0.984718382358551
1689308446.9916642,17284,0.9828888177871704
1689308448.015013,17744,0.9824334383010864
1689308448.2104135,17836,0.9823423624038696
1689308448.702819,18052,0.9821285009384155
1689308449.2142785,18280,0.9819027781486511
1689308453.2150154,20180,0.9800217747688293
1689308454.2386642,20676,0.9795307517051697
1689308456.7847877,21852,0.978366494178772
1689308457.5909557,22240,0.9779824018478394
1689308458.082417,22480,0.9777448177337646
1689308458.697184,22792,0.9774359464645386
1689308461.090572,23948,0.9762914776802063
1689308462.1136434,24432,0.9758123159408569
1689308466.012327,26232,0.9740303158760071
1689308469.5572302,27904,0.9723750352859497
1689308470.1315098,28172,0.9721097350120544
1689308472.3572636,29256,0.9710365533828735
1689308476.1117158,31016,0.9692941308021545
1689308481.0342634,33400,0.9669340252876282
1689308481.3259609,33544,0.9667914509773254
1689308485.5537853,35588,0.9647678732872009
1689308485.8523822,35736,0.964621365070343
1689308489.3224013,37364,0.9630096554756165
1689308490.0470164,37732,0.9626452922821045
1689308491.9612415,38660,0.9617266058921814
1689308492.7683203,39028,0.9613623023033142
1689308494.3236976,39772,0.9606257081031799
1689308495.860709,40512,0.9598931074142456
1689308499.3258765,42012,0.9584081172943115
1689308501.929903,43076,0.9573547840118408
1689308502.9160054,43508,0.9569270610809326
1689308503.7024682,43860,0.9565786123275757
1689308510.5751374,47072,0.9533987045288086
1689308510.7813356,47172,0.9532997012138367
1689308513.94104,48752,0.9517354965209961
1689308515.7881613,49612,0.9508841037750244
1689308516.1408765,49800,0.9506980180740356
1689308516.3899908,49932,0.9505673050880432
1689308519.7451625,51524,0.9489912390708923
1689308521.8183131,52468,0.948056697845459
1689308522.7068431,52852,0.9476765394210815
1689308523.2654078,53124,0.9474072456359863
1689308526.5626242,54456,0.9460885524749756
1689308527.2183795,54740,0.9458073973655701
1689308530.9314215,56332,0.9442313313484192
1689308532.5732212,57108,0.9434630870819092
1689308536.790132,59096,0.9414949417114258
1689308537.07479,59224,0.9413682222366333
1689308537.5798984,59484,0.9411108493804932
1689308539.3116677,60308,0.9402951002120972
1689308543.0378406,62052,0.9385685324668884
1689308544.3338873,62628,0.9379982948303223
1689308546.808762,63660,0.9369766116142273
1689308547.3447573,63908,0.9367311000823975
1689308549.047701,64620,0.9360262155532837
1689308549.351706,64744,0.9359034299850464
1689308551.025293,65472,0.9351826906204224
1689308557.3691537,68312,0.9323711395263672
1689308557.8839898,68580,0.9321057796478271
1689308558.2403529,68764,0.9319236278533936
1689308558.584374,68928,0.9317612648010254
1689308559.8871052,69516,0.9311791658401489
1689308560.265277,69692,0.9310049414634705
1689308563.9381468,71352,0.9293615221977234
1689308564.313525,71536,0.9291793704032898
1689308564.7099595,71720,0.9289972186088562
1689308565.1499946,71936,0.9287833571434021
1689308565.644991,72168,0.9285537004470825
1689308566.615298,72620,0.9281061887741089
1689308567.1699874,72880,0.9278488159179688
1689308569.7019572,74076,0.9266647696495056
1689308570.802214,74620,0.9261261820793152
1689308572.3624423,75352,0.925401508808136
1689308572.984218,75648,0.9251084923744202
1689308574.356173,76256,0.9245065450668335
1689308579.0710018,78376,0.9224077463150024
1689308580.7106173,79064,0.921726644039154
1689308581.862015,79576,0.9212197661399841
1689308582.305064,79780,0.9210178256034851
1689308587.0269725,81832,0.9189863204956055
1689308589.3805344,82844,0.9179844260215759
1689308590.5185382,83380,0.9174538254737854
1689308590.7476156,83500,0.9173349738121033
1689308593.382957,84800,0.916047990322113
1689308594.743614,85448,0.9154064655303955
1689308595.1422608,85640,0.9152163863182068
1689308599.450763,87556,0.9133195877075195
1689308601.995826,88672,0.9122146964073181
1689308604.698467,89980,0.9109197854995728
1689308604.9445765,90072,0.910828709602356
1689308609.9816654,92528,0.9083972573280334
1689308610.511419,92792,0.9081358909606934
1689308617.186267,95900,0.9050589799880981
1689308618.3800151,96448,0.9045164585113525
1689308619.0613542,96760,0.9042075872421265
1689308619.989373,97204,0.9037680625915527
1689308623.7996662,99044,0.9019464254379272
1689308638.2418518,101572,0.8994437456130981
1689308647.8843663,102856,0.8981725573539734
1689308649.208198,103040,0.8979904055595398
1689308654.4373534,103728,0.8973093032836914
1689308660.2288609,104468,0.8965767025947571
1689308676.2335875,106632,0.8944343328475952
1689308677.1867752,106764,0.8943036198616028
1689308678.8083134,106992,0.8940778970718384
1689308690.2190244,108480,0.8926048278808594
1689308705.2953894,110476,0.8906287550926208
1689308712.3459105,111412,0.8897021412849426
1689308728.808053,113472,0.8876627087593079
1689308732.6522062,113932,0.8872073292732239
1689308736.0198333,114364,0.8867796659469604
1689308741.3470252,115040,0.8861104249954224
1689308757.132576,117072,0.8840987086296082
1689308766.6422908,118248,0.8829344511032104
1689308770.452133,118692,0.8824949264526367
1689308797.9853096,122208,0.8790140748023987
1689308799.434722,122392,0.8788319230079651
1689308809.12283,123584,0.8776518106460571
1689308815.262004,124372,0.8768717050552368
1689308828.34712,126040,0.8752204179763794
1689308870.5329556,131328,0.8699852824211121
1689308873.7346566,131724,0.8695932626724243
1689308875.7339246,131980,0.8693398237228394
1689308885.941619,133332,0.8680013418197632
1689308893.5001016,134316,0.8670271635055542
1689308897.0543196,134768,0.8665796518325806
1689308899.9234736,135128,0.8662232756614685
